ocs_nome;ocs_tipo;ocs_contrato_numero;ocs_inicio_vigencia;ocs_termino_vigencia;especialidades;proc_codigo_dgp;proc_origem;proc_descricao;valor;tabela_referencia;descricao_grupo
CARDIOVITA SERVIÇOS MÉDICOS LTDA;OCS;15/21;2021-12-17;2026-12-17;OUTROS;LOCAL-000001;OCS_LOCAL;Consulta;101.44;;Todas as especialidades
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000002;OCS_LOCAL;Consulta eletiva;60.0;;Cardiologia
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000003;OCS_LOCAL;ECG;21.0;CBHPM 2012 UCO 14,33;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;40901106;TUSS;Ecodopplercardiograma transtorácico;175.0;CBHPM 2012 UCO 14,33;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000004;OCS_LOCAL;Doppler colorido de carótidas e vertebrais;210.0;;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000005;OCS_LOCAL;Teste ergométrico computadorizado;90.3;;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000006;OCS_LOCAL;Mapa monitorização da pressão arterial 24 hs;122.5;;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000007;OCS_LOCAL;Holter de 24 hs;122.5;;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000008;OCS_LOCAL;Avaliação de marca-passo;80.0;;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000009;OCS_LOCAL;Doppler de membros inferiores arterial;150.0;;Exames complementares
CENTROCOR - CENTRO DE DIAGNÓSTICO E CIRURGIA DO CORAÇÃO LTDA;OCS;01/2023;2023-08-08;2028-08-08;CARDIOLOGISTA;LOCAL-000010;OCS_LOCAL;Doppler de membros inferiores venoso;150.0;;Exames complementares
CENTRO ONCOLÓGICO DO VALE;OCS;17/2022;2022-11-03;2027-11-03;OUTROS;LOCAL-000011;OCS_LOCAL;Consulta eletiva;93.06;;Oncologia
CENTRO ONCOLÓGICO DO VALE;OCS;17/2022;2022-11-03;2027-11-03;OUTROS;LOCAL-000012;OCS_LOCAL;Taxa;7.9;;APLICAÇÃO EV – P S/ AMB.
CENTRO ONCOLÓGICO DO VALE;OCS;17/2022;2022-11-03;2027-11-03;OUTROS;LOCAL-000013;OCS_LOCAL;Taxa;7.9;;APLICAÇÃO I.M. – P S/ AMB
CENTRO ONCOLÓGICO DO VALE;OCS;17/2022;2022-11-03;2027-11-03;OUTROS;LOCAL-000014;OCS_LOCAL;Taxa;7.9;;APLICAÇÃO S.C. – P S/ AMB.
CENTRO ONCOLÓGICO DO VALE;OCS;17/2022;2022-11-03;2027-11-03;OUTROS;LOCAL-000015;OCS_LOCAL;Taxa;7.9;;APLICAÇÃO DE SORO – P S/ AMB
CENTRO ONCOLÓGICO DO VALE;OCS;17/2022;2022-11-03;2027-11-03;OUTROS;LOCAL-000016;OCS_LOCAL;Taxa por uso/Sessão;142.0;;Sala de Procedimento Ambulatorial
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000017;OCS_LOCAL;Taxa;45.45;;Curativo pequeno
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000018;OCS_LOCAL;Taxa;66.94;;Curativo médio
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000019;OCS_LOCAL;Taxa;80.29;;Currativo grande
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000020;OCS_LOCAL;Uso;73.49;;Sala de gesso
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000021;OCS_LOCAL;Uso;38.15;;Taxa de imobilização gessada
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000022;OCS_LOCAL;Sessão;44.98;;Terapia Ocupacional
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000023;OCS_LOCAL;Sessão;47.18;;Pilates
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000024;OCS_LOCAL;Sessão;50.0;;RPG
CLÍNICA ORTOPÉDICA SANTA LUCIA;OCS;04/2023;2023-08-02;2028-08-02;ORTOPEDISTA;LOCAL-000025;OCS_LOCAL;Sessão;70.85;;Acupuntura
ORTOPEDIA E FISIOTERAPIA MONTELLO LTDA;OCS;26/2021;2022-03-21;2027-03-21;ORTOPEDISTA;LOCAL-000026;OCS_LOCAL;Consulta eletiva consultório;89.44;;Ortopedia e Traumatologia
ORTOPEDIA E FISIOTERAPIA MONTELLO LTDA;OCS;26/2021;2022-03-21;2027-03-21;ORTOPEDISTA;LOCAL-000027;OCS_LOCAL;Consulta;44.0;;Fsioterapêuta
ORTOPEDIA E FISIOTERAPIA MONTELLO LTDA;OCS;26/2021;2022-03-21;2027-03-21;ORTOPEDISTA;LOCAL-000028;OCS_LOCAL;Sessão;40.0;;RPG
RAAJ8 SERVIÇOS EM OFTALMOLOGIA;OCS;35/2021;2022-02-15;2027-02-15;OUTROS;LOCAL-000029;OCS_LOCAL;Consulta;89.44;;Consulta eletiva consultório
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000030;OCS_LOCAL;Dia;453.6;;APARTAMENTO PRIVATIVO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000031;OCS_LOCAL;Dia;319.22;;APARTAMENTO PRIVATIVO (PEDIATRIA OU OBSTETRÍCIA)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000032;OCS_LOCAL;Dia;319.22;;ENFERMARIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000033;OCS_LOCAL;Dia;470.92;;ENFERMARIA (PEDIATRIA OU OBSTETRÍCIA)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000034;OCS_LOCAL;Dia;1028.0;;UTI ADULTO E UTI NEONATAL PEDIATRICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000035;OCS_LOCAL;Dia;1082.12;;ISOLAMENTO UTI
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000036;OCS_LOCAL;Dia;470.72;;ISOLAMENTO DE APARTAMENTO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000037;OCS_LOCAL;Dia;470.72;;ISOLAMENTO DE ENFERMARIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000038;OCS_LOCAL;Dia;135.72;;ISOLAMENTO COVID-19 APARTAMENTO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000039;OCS_LOCAL;Dia;110.56;;ISOLAMENTO COVID-19 ENFERMARIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000040;OCS_LOCAL;Uso;115.0;;SALA CIRURGICA PORTE 0
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000041;OCS_LOCAL;Uso;412.12;;SALA CIRURGICA PORTE 1
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000042;OCS_LOCAL;Uso;594.8;;SALA CIRURGICA PORTE 2
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000043;OCS_LOCAL;Uso;708.97;;SALA CIRURGICA PORTE 3
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000044;OCS_LOCAL;Uso;756.05;;SALA CIRURGICA PORTE 4
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000045;OCS_LOCAL;Uso;827.85;;SALA CIRURGICA PORTE 5
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000046;OCS_LOCAL;Uso;873.75;;SALA CIRURGICA PORTE 6
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000047;OCS_LOCAL;Uso;944.37;;SALA CIRURGICA PORTE 7
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000048;OCS_LOCAL;Uso;125.03;;SALA RECUPERACAO POS ANESTESICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000049;OCS_LOCAL;Taxa;14.0;;SALA/SESSÃO DE INALAÇÃO/NEBULIZAÇÃO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000050;OCS_LOCAL;Taxa;70.0;;SALA CIRURGICA, PEQUENA CIRURGIA AMBULATORIAL
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000051;OCS_LOCAL;Taxa;63.0;;USO/SESSÃO DE SALA DE EMERGENCIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000052;OCS_LOCAL;Taxa;56.0;;SALA DE PRE PARTO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000053;OCS_LOCAL;Uso/Sessão;108.21;;SALA DE ENDOSCOPIA DIGESTIVA ALTA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000054;OCS_LOCAL;Uso/Sessão;108.21;;SALA DE COLONOSCOPIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000055;OCS_LOCAL;Uso/Sessão;44.5;;SALA DE GESSO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000056;OCS_LOCAL;Taxa;245.0;;ARCO CIRÚRGICO(RX COM INTENSIFICADOS DE IMAGENS)
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000057;OCS_LOCAL;Taxa;36.5;;ASPIRADOR CIRÚRGICO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000058;OCS_LOCAL;Taxa;100.0;;MICROSCÓPIO CIRÚRGICO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000059;OCS_LOCAL;Taxa;88.0;;CRANIOTOMO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000060;OCS_LOCAL;Taxa;239.0;;EQUIPAMENTO DE CIRURGIA ESTEREOTÁXICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000061;OCS_LOCAL;Taxa;29.0;;LUPA CIRÚRGICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000062;OCS_LOCAL;Taxa;26.0;;MANTA TÉRMICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000063;OCS_LOCAL;Taxa;24.0;;IRRIGADOR CONTROLADOR CONTÍNUO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000064;OCS_LOCAL;Taxa;39.0;;CANETA/MOTOR DE BISTURI ELÉTRICO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000065;OCS_LOCAL;Taxa;19.0;;SERRA DRILL PRESSURIZADO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000066;OCS_LOCAL;Taxa;27.0;;SERRA DRILL ELÉTRICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000067;OCS_LOCAL;Taxa;18.0;;TREPANO / DRILL ELÉTRICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000068;OCS_LOCAL;Taxa;19.9;;PERFURADORA ELÉTRICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000069;OCS_LOCAL;Taxa;36.5;;ASPIRADOR À VÁCUO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000070;OCS_LOCAL;Taxa;66.0;;ASPIRADOR DE CATARATA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000071;OCS_LOCAL;Taxa;32.0;;ASPIRADOR E IRRIGADOR
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000072;OCS_LOCAL;Taxa;54.0;;RAIO X PORTÁTIL
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000073;OCS_LOCAL;Taxa;310.0;;BALÃO INTRA AÓRTICO POR DIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000074;OCS_LOCAL;Taxa;188.0;;BOMBA DE CIRCULAÇÃO EXTRACORPÓREA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000075;OCS_LOCAL;Taxa;76.83;;ENDOSCOPIA DIGESTIVA ALTA COM VIDEO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000076;OCS_LOCAL;Taxa;76.83;;ENDOSCOPIA UROLÓGICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000077;OCS_LOCAL;Taxa;85.0;;MARCA PASSO PROVISÓRIO / TEMPORARIO TRANSCUTANEO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000078;OCS_LOCAL;Taxa;85.0;;MARCA PASSO PROVISÓRIO / TEMPORARIO TRANSVENOSO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000079;OCS_LOCAL;Taxa;103.0;;MONITORIZAÇÃO  MULTIPARÂMETRO, POR DIA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000080;OCS_LOCAL;Taxa;56.0;;ULTRASSON FETAL PORTÁTIL
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000081;OCS_LOCAL;Taxa;14.0;;BOMBA DE SUCÇÃO DE LEITE MATERNO, POR USO/ SESSÃO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000082;OCS_LOCAL;Taxa;26.5;;BOMBA DE PCA, POR USO / SESSÃO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000083;OCS_LOCAL;Taxa;41.1;;MONITOR  / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR USO/ SESSÃO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000084;OCS_LOCAL;Taxa;22.2;;SONAR, POR USO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000085;OCS_LOCAL;Taxa;106.0;;SERRA DRILL DE NITROGENIO, POR USO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000086;OCS_LOCAL;Taxa;28.2;;HALO CRANIANO, POR USO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000087;OCS_LOCAL;Taxa;386.0;;HISTEROSCOPIA COM VIDEO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000088;OCS_LOCAL;Taxa;427.94;;VIDEO LAPAROSCOPIA CIRURGICA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000089;OCS_LOCAL;Taxa;15.79;;MONITOR DE VÍDEO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000090;OCS_LOCAL;Taxa;12.48;;GARROTE PNEUMÁTCO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000091;OCS_LOCAL;Taxa;47.35;;INTENSIFICADOR DE IMAGEM
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000092;OCS_LOCAL;Hora;9.7;;AR COMPRIMIDO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000093;OCS_LOCAL;Sessão;16.0;;INALAÇÃO - NEBULIZAÇÃO COM OXIGENIO - SESSÃO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000094;OCS_LOCAL;Hora;23.8;;INALAÇÃO COM AR COMPRIMIDO E OXIGÊNIO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000095;OCS_LOCAL;Sessão;18.966;;INALAÇÃO COM AR COMPRIMIDO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000096;OCS_LOCAL;Hora;23.0;;NITROGENIO - HORA
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000097;OCS_LOCAL;Hora;35.0;;GÁS CARBÔNICO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000098;OCS_LOCAL;Hora;37.99;;ÓXIDO NITROSO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000099;OCS_LOCAL;Hora;115.0;;HÉLIO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000100;OCS_LOCAL;Uso/Sessão;95.0;;HÉLIO FORA DA UTI/SEMI-UTI e CC
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000101;OCS_LOCAL;Dia;41.12;;APARELHO DE BIPAP
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000102;OCS_LOCAL;Dia;28.2;;CAPNOGRAFO
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000103;OCS_LOCAL;Uso;43.0;;DESFIBRILADOR / CARDIOVERSOR
IPMMI-HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;OCS;32/2021;2022-09-28;2027-09-28;GINECOLOGISTA_OBSTETRA,OUTROS;LOCAL-000104;OCS_LOCAL;Dia;28.9;;MONITOR CARDIACO/ECG FORA DA UTI e CC
