ocs_nome;ocs_tipo;ocs_contrato_numero;ocs_inicio_vigencia;ocs_termino_vigencia;especialidades;proc_codigo_dgp;proc_origem;proc_descricao;valor;tabela_referencia;descricao_grupo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000210;OCS_LOCAL;Preço/dia;3.92;;Cadeira de Rodas Cromada Dobrável até 100 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000211;OCS_LOCAL;Preço/dia;3.27;;Cadeira de Rodas Cromada Simples até 100 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000212;OCS_LOCAL;Preço/dia;3.92;;Cadeira de Rodas Dobrável Articulada até 80 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000213;OCS_LOCAL;Preço/dia;3.27;;Cadeira de Rodas Dobrável Simples até 80 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000214;OCS_LOCAL;Preço/dia;7.63;;Cadeira de Rodas Kr Braços e pés removíveis
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000215;OCS_LOCAL;Preço/dia;6.1;;Cadeira de Rodas Obeso até 180 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000216;OCS_LOCAL;Preço/dia;7.63;;Cadeira de rodas AVD reclinável com apoio cabeça
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000217;OCS_LOCAL;Preço/dia;1.64;;Cadeira Higiênica
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000218;OCS_LOCAL;Preço/dia;2.18;;Cadeira Higiênica c/ braço removível até 90 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000219;OCS_LOCAL;Preço/dia;2.18;;Cadeira Higiênica c/ braço removível Obeso
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000220;OCS_LOCAL;Preço/dia;7.63;;Cadeira Higiênica Br c/ coletor universal
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000221;OCS_LOCAL;Preço/dia;3.27;;Cadeira Higiênica Obeso até 120 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000222;OCS_LOCAL;Preço/dia;16.35;;Cama Elétrica com 5 movimentos
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000223;OCS_LOCAL;Preço/dia;11.88;;Cama Hospitalar Elétrica c/ grade e colchão até 80 kg - Nacional
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000224;OCS_LOCAL;Preço/dia;17.55;;Cama Hospitalar Elétrica c/ grade e colchão Obeso
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000225;OCS_LOCAL;Preço/dia;6.54;;Cama Hospitalar Mecânica c/ grade e colchão até 80 kg
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000226;OCS_LOCAL;Preço/dia;7.63;;Cama Hospitalar  Mecânica c/ grade e colchão Obeso
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000227;OCS_LOCAL;Preço/dia;5.29;;Câmara da Base Aquecida
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000228;OCS_LOCAL;Preço/dia;11.26;;Cesto do guincho
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000229;OCS_LOCAL;Preço/dia;1.58;;Cateter de oxigênio com extensão 7m
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000230;OCS_LOCAL;Preço/dia;0.33;;Cateter de oxigênio tipo óculos
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000231;OCS_LOCAL;Preço venda;95.92;;Circuito Bipap não invasivo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000232;OCS_LOCAL;Preço venda;183.12;;Circuito Bipap Sistema Invasivo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000233;OCS_LOCAL;Preço venda;166.77;;Circuito CPAP invasivo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000234;OCS_LOCAL;Preço venda;38.15;;Conector 6x22
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000235;OCS_LOCAL;Preço venda;160.23;;Copo macronebulizador com haste
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000236;OCS_LOCAL;Preço venda;158.05;;Copo para aspirador elétrico
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000237;OCS_LOCAL;Preço/dia;6.76;;Colchão Pneumático
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000238;OCS_LOCAL;Preço/dia;14.72;;Concentrador 2 em 1 O2  + Inalador c/ Backup
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000239;OCS_LOCAL;Preço/dia;17.44;;Concentrador 3 em 1 O2  + Nebulizador c/ Backup
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000240;OCS_LOCAL;Preço/dia;25.07;;Concentrador 3 em 1 O2  + Nebulizador c/ Backup 10 l
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000241;OCS_LOCAL;Preço/dia;14.72;;Concentrador de O2
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000242;OCS_LOCAL;Preço/dia;7.26;;CPAP
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000243;OCS_LOCAL;Preço/dia;11.34;;CPAP solo LX
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000244;OCS_LOCAL;Preço/dia;0.33;;Escada 2 degraus
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000245;OCS_LOCAL;Preço venda;22.89;;Extensão de aspirador
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000246;OCS_LOCAL;Preço venda;22.89;;Extensão de oxigênio
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000247;OCS_LOCAL;Preço venda;22.89;;Extensão de oxigênio com bico flexível
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000248;OCS_LOCAL;Preço venda;45.78;;Extensão de concentrador
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000249;OCS_LOCAL;Preço venda;55.59;;Filtro Bactéria
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000250;OCS_LOCAL;Preço venda;64.31;;Filtro Pólen
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000251;OCS_LOCAL;Preço venda;64.31;;Filtro Preto
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000252;OCS_LOCAL;Preço/dia;2.18;;Fluxometro oxigênio até 15 l
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000253;OCS_LOCAL;Preço/dia;2.18;;Fluxometro para cilindro portátil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000254;OCS_LOCAL;Preço venda;31.61;;Filtro Ultrafino
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000255;OCS_LOCAL;Preço dia;19.08;;Guincho Elétrico de Transferência
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000256;OCS_LOCAL;Preço venda;44.58;;Inalador em Linha
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000257;OCS_LOCAL;Preço/dia;2.18;;Inalador Elétrico
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000258;OCS_LOCAL;Preço/dia;3.05;;Inalador Ultrassônico
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000259;OCS_LOCAL;Preço venda;22.89;;Kit Inalação
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000260;OCS_LOCAL;Preço venda;29.43;;Kit Micronebulizador
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000261;OCS_LOCAL;Preço venda;258.33;;Kit nebulizador
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000262;OCS_LOCAL;Preço dia;98.1;;Kit para aspiração à vácuo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000263;OCS_LOCAL;Preço venda;136.25;;Máscara de CPAP facial
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000264;OCS_LOCAL;Preço venda;1068.2;;Máscara facial BIPAP completa
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000265;OCS_LOCAL;Preço venda;250.7;;Máscara facial com borda inflável
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000266;OCS_LOCAL;Preço venda;223.45;;Máscara nasal
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000267;OCS_LOCAL;Preço venda;1068.2;;Máscara nasal confort classic
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000268;OCS_LOCAL;Preço venda;501.4;;Máscara nasal em gel Inspira
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000269;OCS_LOCAL;Preço venda;31.61;;Máscara para inalação
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000270;OCS_LOCAL;Preço venda;33.79;;Máscara para inalação infantil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000271;OCS_LOCAL;Preço/dia;0.73;;Máscara para traqueostomia adulto
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000272;OCS_LOCAL;Preço/dia;0.72;;Máscara para traqueostomia infantil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000273;OCS_LOCAL;Preço/dia;1.99;;Macro nebulizador Adulto
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000274;OCS_LOCAL;Preço/dia;1.99;;Macro Nebulizador Infantil
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000275;OCS_LOCAL;Preço/dia;1.99;;Macro Nebulizador à Frio
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000276;OCS_LOCAL;Preço/dia;1.93;;Macro Nebulizador Aquecido
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000277;OCS_LOCAL;Preço/dia;20.38;;Mesa Ortostática
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000278;OCS_LOCAL;Preço/dia;18.53;;Monitor APM STD 30
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000279;OCS_LOCAL;Preço/dia;16.35;;Monitor Cardíaco
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000280;OCS_LOCAL;Preço/dia;1.68;;Muleta Auxiliar Par
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000281;OCS_LOCAL;Preço/dia;1.68;;Muleta Canadense Par
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000282;OCS_LOCAL;Preço/dia;3.05;;Nebulizador inalatório
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000283;OCS_LOCAL;Preço/dia;183.12;;Nebulizador p/ traqueostomia
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000284;OCS_LOCAL;Preço/dia;183.12;;Nebulizador com Traquéia e Máscara
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000285;OCS_LOCAL;Preço/dia;9.81;;No break Estabilizador de Energia + bateria
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000286;OCS_LOCAL;Preço/dia;5.45;;Oxímetro de Pulso Elétrico Alarme 1003
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000287;OCS_LOCAL;Preço/dia;7.63;;Oxímetro de Pulso Elétrico Mesa 1000
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000288;OCS_LOCAL;Preço/dia;4.36;;Oxímetro de Pulso Portátil sem Alarme
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000289;OCS_LOCAL;Preço/dia;49.05;;Porta entrada para oxigênio
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000290;OCS_LOCAL;Preço/dia;3.1;;Quadro Balcânico
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000291;OCS_LOCAL;Preço/dia;32.7;;Respirador Bipap Breas PV 101
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000292;OCS_LOCAL;Preço/dia;32.7;;Respirador Bipap Breas PV 102
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000293;OCS_LOCAL;Preço/dia;16.35;;Respirador Bipap Pro 10
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000294;OCS_LOCAL;Preço/dia;16.35;;Respirador Bipap Quantum
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000295;OCS_LOCAL;Preço/dia;13.08;;Respirador Bipap STD 30
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000296;OCS_LOCAL;Preço/dia;49.05;;Respirador Bipap  Syncrony
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000297;OCS_LOCAL;Preço/dia;49.05;;Respirador Bipap Syncrony Avaps
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000298;OCS_LOCAL;Preço/dia;18.53;;Respirador Bipap Tranquility Bilevel
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000299;OCS_LOCAL;Preço/dia;13.08;;Respirador CPAP Polaris E Breas
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000300;OCS_LOCAL;Preço/dia;10.9;;Respirador CPAP Remstar
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000301;OCS_LOCAL;Preço/dia;98.1;;Respirador Sttelar 150 Avaps
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000302;OCS_LOCAL;Preço/dia;16.35;;Respirador CPAP Solo LX
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000303;OCS_LOCAL;Preço/dia;10.9;;Respirador E 150 Newport
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000304;OCS_LOCAL;Preço/dia;115.54;;Respirador Invent
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000305;OCS_LOCAL;Preço/dia;97.01;;Respirador Newport HT 50
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000306;OCS_LOCAL;Preço/dia;139.52;;Respirador Trilogy
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000307;OCS_LOCAL;Preço/dia;107.91;;Respirador Vivo 30
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000308;OCS_LOCAL;Preço/dia;109.0;;Respirador Vivo 40 Bi level
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000309;OCS_LOCAL;Preço/dia;0.74;;Saída dupla de oxigênio
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000310;OCS_LOCAL;Preço venda;130.8;;Sensor descartável de oxímetro
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000311;OCS_LOCAL;Preço venda;26.16;;Super set
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000312;OCS_LOCAL;Preço venda;152.6;;Suporte para máscara respironics
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000313;OCS_LOCAL;Preço/dia;0.84;;Suporte de soro Fixo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000314;OCS_LOCAL;Preço/dia;0.84;;Suporte de soro móvel
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000315;OCS_LOCAL;Preço/dia;0.6;;Suporte para Bomba de Infusão
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000316;OCS_LOCAL;Preço/dia;1.82;;Suporte para respirador LTV 950
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000317;OCS_LOCAL;Preço/dia;2.18;;Torpedo de ar comprimido 6 m3
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000318;OCS_LOCAL;Preço/dia;2.18;;Torpedo de ar comprimido 10 m3
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000319;OCS_LOCAL;Preço/dia;2.18;;Torpedo de Oxigênio 1 m3
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000320;OCS_LOCAL;Preço/dia;2.18;;Torpedo de Oxigênio 3 m3
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000321;OCS_LOCAL;Preço/dia;2.18;;Torpedo de Oxigênio 4 m3
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000322;OCS_LOCAL;Preço/dia;2.18;;Torpedo de Oxigênio 6 m3
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000323;OCS_LOCAL;Preço/dia;2.18;;Torpedo de Oxigênio 8 m3
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000324;OCS_LOCAL;Preço venda;59.95;;Traquéia 22x22x180mm
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000325;OCS_LOCAL;Preço venda;223.45;;Traquéia 3 metros
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000326;OCS_LOCAL;Preço venda;168.95;;Traquéia pequena + Valvula exalatória
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000327;OCS_LOCAL;Preço venda;38.15;;Tubo T
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000328;OCS_LOCAL;Preço venda;45.78;;Umidificador com extensão
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000329;OCS_LOCAL;Preço/dia;1.2;;Umidificador Aquecido Base com Copo
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000330;OCS_LOCAL;Preço/dia;0.86;;Umidificador para O2
HOME CARE SILVA E SILVA ASSISTÊNCIA A SAÚDE;OCS;12/2022;2022-07-14;2027-07-14;OUTROS;LOCAL-000331;OCS_LOCAL;Preço venda;41.42;;Válvula de exalação respironics
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000332;OCS_LOCAL;"1 (uma) visita semanal do Enfermeiro; 	2 (dois) atendimentos semanais do Fisioterapeuta; 	1 (uma) visita mensal do Médico; 1 (um) atendimento semanal do Fonoaudiólogo; 1 (uma) visita mensal do Nutricionista";190.0;;PERMANÊNCIA DE 6h
SÃO JOSE ASSISTÊNCIA A SAÚDE EIRELI - HOME CARE;OCS;11/2021;2021-09-15;2026-09-15;OUTROS;LOCAL-000333;OCS_LOCAL;"1 (uma) visita semanal do Enfermeiro; 	3 (três) atendimentos semanais do Fisioterapeuta;	1 (uma) visita quinzenal do Médico;1 (uma) visita mensal do Psicólogo quando solicitado pelo médico; 1 (um) atendimento semanal do Fonoaudiólogo; 1 (uma) visita mensal do Nutricionista";304.0;;PERMANÊNCIA DE 12h
